cccd_number,province_code,province_name,gender,birth_year,birth_month,birth_day,birth_date,century,gender_century_code,sequence_number,checksum_digit,valid
022171092310,022,Quảng Ninh,Nữ,1971,9,23,23/09/1971,20,1,1,0,True
022169030487,022,Quảng Ninh,Nữ,1969,3,4,04/03/1969,20,1,8,7,True
022167101693,022,Quảng Ninh,Nữ,1967,10,16,16/10/1967,20,1,9,3,True
022168071052,022,Quảng Ninh,Nữ,1968,7,10,10/07/1968,20,1,5,2,True
022165101723,022,Quảng Ninh,Nữ,1965,10,17,17/10/1965,20,1,2,3,True
022170071444,022,Quảng Ninh,Nữ,1970,7,14,14/07/1970,20,1,4,4,True
022173021884,022,Quảng Ninh,Nữ,1973,2,18,18/02/1973,20,1,8,4,True
022169120188,022,Quảng Ninh,Nữ,1969,12,1,01/12/1969,20,1,8,8,True
022167080956,022,Quảng Ninh,Nữ,1967,8,9,09/08/1967,20,1,5,6,True
022165012492,022,Quảng Ninh,Nữ,1965,1,24,24/01/1965,20,1,9,2,True
022166051115,022,Quảng Ninh,Nữ,1966,5,11,11/05/1966,20,1,1,5,True
022175122497,022,Quảng Ninh,Nữ,1975,12,24,24/12/1975,20,1,9,7,True
022175101087,022,Quảng Ninh,Nữ,1975,10,10,10/10/1975,20,1,8,7,True
022165010731,022,Quảng Ninh,Nữ,1965,1,7,07/01/1965,20,1,3,1,True
022169041517,022,Quảng Ninh,Nữ,1969,4,15,15/04/1969,20,1,1,7,True
022172052470,022,Quảng Ninh,Nữ,1972,5,24,24/05/1972,20,1,7,0,True
022168071238,022,Quảng Ninh,Nữ,1968,7,12,12/07/1968,20,1,3,8,True
022169021850,022,Quảng Ninh,Nữ,1969,2,18,18/02/1969,20,1,5,0,True
022170121369,022,Quảng Ninh,Nữ,1970,12,13,13/12/1970,20,1,6,9,True
022170070250,022,Quảng Ninh,Nữ,1970,7,2,02/07/1970,20,1,5,0,True
022172090735,022,Quảng Ninh,Nữ,1972,9,7,07/09/1972,20,1,3,5,True
022172032573,022,Quảng Ninh,Nữ,1972,3,25,25/03/1972,20,1,7,3,True
022175021666,022,Quảng Ninh,Nữ,1975,2,16,16/02/1975,20,1,6,6,True
022173102338,022,Quảng Ninh,Nữ,1973,10,23,23/10/1973,20,1,3,8,True
022173031456,022,Quảng Ninh,Nữ,1973,3,14,14/03/1973,20,1,5,6,True
022168051580,022,Quảng Ninh,Nữ,1968,5,15,15/05/1968,20,1,8,0,True
022173070437,022,Quảng Ninh,Nữ,1973,7,4,04/07/1973,20,1,3,7,True
022173022546,022,Quảng Ninh,Nữ,1973,2,25,25/02/1973,20,1,4,6,True
022173121397,022,Quảng Ninh,Nữ,1973,12,13,13/12/1973,20,1,9,7,True
022166050912,022,Quảng Ninh,Nữ,1966,5,9,09/05/1966,20,1,1,2,True
022173121148,022,Quảng Ninh,Nữ,1973,12,11,11/12/1973,20,1,4,8,True
022171083020,022,Quảng Ninh,Nữ,1971,8,30,30/08/1971,20,1,2,0,True
022170070658,022,Quảng Ninh,Nữ,1970,7,6,06/07/1970,20,1,5,8,True
022171011096,022,Quảng Ninh,Nữ,1971,1,10,10/01/1971,20,1,9,6,True
022173011832,022,Quảng Ninh,Nữ,1973,1,18,18/01/1973,20,1,3,2,True
022172040837,022,Quảng Ninh,Nữ,1972,4,8,08/04/1972,20,1,3,7,True
022171053056,022,Quảng Ninh,Nữ,1971,5,30,30/05/1971,20,1,5,6,True
022166051753,022,Quảng Ninh,Nữ,1966,5,17,17/05/1966,20,1,5,3,True
022175102767,022,Quảng Ninh,Nữ,1975,10,27,27/10/1975,20,1,6,7,True
022171012059,022,Quảng Ninh,Nữ,1971,1,20,20/01/1971,20,1,5,9,True
022169051657,022,Quảng Ninh,Nữ,1969,5,16,16/05/1969,20,1,5,7,True
022171051313,022,Quảng Ninh,Nữ,1971,5,13,13/05/1971,20,1,1,3,True
022175062991,022,Quảng Ninh,Nữ,1975,6,29,29/06/1975,20,1,9,1,True
022167122313,022,Quảng Ninh,Nữ,1967,12,23,23/12/1967,20,1,1,3,True
022166090682,022,Quảng Ninh,Nữ,1966,9,6,06/09/1966,20,1,8,2,True
022173101764,022,Quảng Ninh,Nữ,1973,10,17,17/10/1973,20,1,6,4,True
022170081539,022,Quảng Ninh,Nữ,1970,8,15,15/08/1970,20,1,3,9,True
022169062246,022,Quảng Ninh,Nữ,1969,6,22,22/06/1969,20,1,4,6,True
022173120787,022,Quảng Ninh,Nữ,1973,12,7,07/12/1973,20,1,8,7,True
022174051554,022,Quảng Ninh,Nữ,1974,5,15,15/05/1974,20,1,5,4,True
022174042398,022,Quảng Ninh,Nữ,1974,4,23,23/04/1974,20,1,9,8,True
022175022638,022,Quảng Ninh,Nữ,1975,2,26,26/02/1975,20,1,3,8,True
022173080869,022,Quảng Ninh,Nữ,1973,8,8,08/08/1973,20,1,6,9,True
022169122122,022,Quảng Ninh,Nữ,1969,12,21,21/12/1969,20,1,2,2,True
022166092884,022,Quảng Ninh,Nữ,1966,9,28,28/09/1966,20,1,8,4,True
022174031143,022,Quảng Ninh,Nữ,1974,3,11,11/03/1974,20,1,4,3,True
022168071326,022,Quảng Ninh,Nữ,1968,7,13,13/07/1968,20,1,2,6,True
022168060870,022,Quảng Ninh,Nữ,1968,6,8,08/06/1968,20,1,7,0,True
022170081177,022,Quảng Ninh,Nữ,1970,8,11,11/08/1970,20,1,7,7,True
022165061072,022,Quảng Ninh,Nữ,1965,6,10,10/06/1965,20,1,7,2,True
022175012242,022,Quảng Ninh,Nữ,1975,1,22,22/01/1975,20,1,4,2,True
022174031790,022,Quảng Ninh,Nữ,1974,3,17,17/03/1974,20,1,9,0,True
022173052671,022,Quảng Ninh,Nữ,1973,5,26,26/05/1973,20,1,7,1,True
022174051554,022,Quảng Ninh,Nữ,1974,5,15,15/05/1974,20,1,5,4,True
022171052419,022,Quảng Ninh,Nữ,1971,5,24,24/05/1971,20,1,1,9,True
022171121056,022,Quảng Ninh,Nữ,1971,12,10,10/12/1971,20,1,5,6,True
022173030545,022,Quảng Ninh,Nữ,1973,3,5,05/03/1973,20,1,4,5,True
022170051255,022,Quảng Ninh,Nữ,1970,5,12,12/05/1970,20,1,5,5,True
022173062614,022,Quảng Ninh,Nữ,1973,6,26,26/06/1973,20,1,1,4,True
022175052471,022,Quảng Ninh,Nữ,1975,5,24,24/05/1975,20,1,7,1,True
022172071138,022,Quảng Ninh,Nữ,1972,7,11,11/07/1972,20,1,3,8,True
022174112642,022,Quảng Ninh,Nữ,1974,11,26,26/11/1974,20,1,4,2,True
022174090678,022,Quảng Ninh,Nữ,1974,9,6,06/09/1974,20,1,7,8,True
022167120698,022,Quảng Ninh,Nữ,1967,12,6,06/12/1967,20,1,9,8,True
022167102841,022,Quảng Ninh,Nữ,1967,10,28,28/10/1967,20,1,4,1,True
022171032080,022,Quảng Ninh,Nữ,1971,3,20,20/03/1971,20,1,8,0,True
022167042512,022,Quảng Ninh,Nữ,1967,4,25,25/04/1967,20,1,1,2,True
022171030994,022,Quảng Ninh,Nữ,1971,3,9,09/03/1971,20,1,9,4,True
022167030331,022,Quảng Ninh,Nữ,1967,3,3,03/03/1967,20,1,3,1,True
022174082110,022,Quảng Ninh,Nữ,1974,8,21,21/08/1974,20,1,1,0,True
022168072635,022,Quảng Ninh,Nữ,1968,7,26,26/07/1968,20,1,3,5,True
022170051918,022,Quảng Ninh,Nữ,1970,5,19,19/05/1970,20,1,1,8,True
022173103072,022,Quảng Ninh,Nữ,1973,10,30,30/10/1973,20,1,7,2,True
022165060338,022,Quảng Ninh,Nữ,1965,6,3,03/06/1965,20,1,3,8,True
022166061945,022,Quảng Ninh,Nữ,1966,6,19,19/06/1966,20,1,4,5,True
022170062899,022,Quảng Ninh,Nữ,1970,6,28,28/06/1970,20,1,9,9,True
022166091681,022,Quảng Ninh,Nữ,1966,9,16,16/09/1966,20,1,8,1,True
022169030654,022,Quảng Ninh,Nữ,1969,3,6,06/03/1969,20,1,5,4,True
022173020894,022,Quảng Ninh,Nữ,1973,2,8,08/02/1973,20,1,9,4,True
022175050525,022,Quảng Ninh,Nữ,1975,5,5,05/05/1975,20,1,2,5,True
022173020645,022,Quảng Ninh,Nữ,1973,2,6,06/02/1973,20,1,4,5,True
022167102337,022,Quảng Ninh,Nữ,1967,10,23,23/10/1967,20,1,3,7,True
022174062213,022,Quảng Ninh,Nữ,1974,6,22,22/06/1974,20,1,1,3,True
022165052728,022,Quảng Ninh,Nữ,1965,5,27,27/05/1965,20,1,2,8,True
022166071960,022,Quảng Ninh,Nữ,1966,7,19,19/07/1966,20,1,6,0,True
022165110527,022,Quảng Ninh,Nữ,1965,11,5,05/11/1965,20,1,2,7,True
022168112386,022,Quảng Ninh,Nữ,1968,11,23,23/11/1968,20,1,8,6,True
022167040639,022,Quảng Ninh,Nữ,1967,4,6,06/04/1967,20,1,3,9,True
022171050378,022,Quảng Ninh,Nữ,1971,5,3,03/05/1971,20,1,7,8,True
022175012312,022,Quảng Ninh,Nữ,1975,1,23,23/01/1975,20,1,1,2,True
022166072516,022,Quảng Ninh,Nữ,1966,7,25,25/07/1966,20,1,1,6,True
022169102191,022,Quảng Ninh,Nữ,1969,10,21,21/10/1969,20,1,9,1,True
022173020450,022,Quảng Ninh,Nữ,1973,2,4,04/02/1973,20,1,5,0,True
022165072421,022,Quảng Ninh,Nữ,1965,7,24,24/07/1965,20,1,2,1,True
022170022651,022,Quảng Ninh,Nữ,1970,2,26,26/02/1970,20,1,5,1,True
022167030465,022,Quảng Ninh,Nữ,1967,3,4,04/03/1967,20,1,6,5,True
022167040231,022,Quảng Ninh,Nữ,1967,4,2,02/04/1967,20,1,3,1,True
022167111061,022,Quảng Ninh,Nữ,1967,11,10,10/11/1967,20,1,6,1,True
022167120874,022,Quảng Ninh,Nữ,1967,12,8,08/12/1967,20,1,7,4,True
022167041434,022,Quảng Ninh,Nữ,1967,4,14,14/04/1967,20,1,3,4,True
022172090221,022,Quảng Ninh,Nữ,1972,9,2,02/09/1972,20,1,2,1,True
022170040611,022,Quảng Ninh,Nữ,1970,4,6,06/04/1970,20,1,1,1,True
022175080650,022,Quảng Ninh,Nữ,1975,8,6,06/08/1975,20,1,5,0,True
022168072334,022,Quảng Ninh,Nữ,1968,7,23,23/07/1968,20,1,3,4,True
022169020790,022,Quảng Ninh,Nữ,1969,2,7,07/02/1969,20,1,9,0,True
022173082283,022,Quảng Ninh,Nữ,1973,8,22,22/08/1973,20,1,8,3,True
022175071883,022,Quảng Ninh,Nữ,1975,7,18,18/07/1975,20,1,8,3,True
022172050348,022,Quảng Ninh,Nữ,1972,5,3,03/05/1972,20,1,4,8,True
022171032257,022,Quảng Ninh,Nữ,1971,3,22,22/03/1971,20,1,5,7,True
022168010787,022,Quảng Ninh,Nữ,1968,1,7,07/01/1968,20,1,8,7,True
022174032382,022,Quảng Ninh,Nữ,1974,3,23,23/03/1974,20,1,8,2,True
022167030623,022,Quảng Ninh,Nữ,1967,3,6,06/03/1967,20,1,2,3,True
022171010361,022,Quảng Ninh,Nữ,1971,1,3,03/01/1971,20,1,6,1,True
022171111518,022,Quảng Ninh,Nữ,1971,11,15,15/11/1971,20,1,1,8,True
022173112186,022,Quảng Ninh,Nữ,1973,11,21,21/11/1973,20,1,8,6,True
022172122380,022,Quảng Ninh,Nữ,1972,12,23,23/12/1972,20,1,8,0,True
022168060843,022,Quảng Ninh,Nữ,1968,6,8,08/06/1968,20,1,4,3,True
022175060294,022,Quảng Ninh,Nữ,1975,6,2,02/06/1975,20,1,9,4,True
022172042215,022,Quảng Ninh,Nữ,1972,4,22,22/04/1972,20,1,1,5,True
022168031188,022,Quảng Ninh,Nữ,1968,3,11,11/03/1968,20,1,8,8,True
022171050396,022,Quảng Ninh,Nữ,1971,5,3,03/05/1971,20,1,9,6,True
022173030794,022,Quảng Ninh,Nữ,1973,3,7,07/03/1973,20,1,9,4,True
022166012912,022,Quảng Ninh,Nữ,1966,1,29,29/01/1966,20,1,1,2,True
022170082918,022,Quảng Ninh,Nữ,1970,8,29,29/08/1970,20,1,1,8,True
022165061841,022,Quảng Ninh,Nữ,1965,6,18,18/06/1965,20,1,4,1,True
022170073169,022,Quảng Ninh,Nữ,1970,7,31,31/07/1970,20,1,6,9,True
022168022117,022,Quảng Ninh,Nữ,1968,2,21,21/02/1968,20,1,1,7,True
022171090455,022,Quảng Ninh,Nữ,1971,9,4,04/09/1971,20,1,5,5,True
022169011349,022,Quảng Ninh,Nữ,1969,1,13,13/01/1969,20,1,4,9,True
022170082361,022,Quảng Ninh,Nữ,1970,8,23,23/08/1970,20,1,6,1,True
022166112577,022,Quảng Ninh,Nữ,1966,11,25,25/11/1966,20,1,7,7,True
022172061423,022,Quảng Ninh,Nữ,1972,6,14,14/06/1972,20,1,2,3,True
022168022250,022,Quảng Ninh,Nữ,1968,2,22,22/02/1968,20,1,5,0,True
022174090243,022,Quảng Ninh,Nữ,1974,9,2,02/09/1974,20,1,4,3,True
022173021422,022,Quảng Ninh,Nữ,1973,2,14,14/02/1973,20,1,2,2,True
022167012973,022,Quảng Ninh,Nữ,1967,1,29,29/01/1967,20,1,7,3,True
022171070442,022,Quảng Ninh,Nữ,1971,7,4,04/07/1971,20,1,4,2,True
022171121311,022,Quảng Ninh,Nữ,1971,12,13,13/12/1971,20,1,1,1,True
022175022522,022,Quảng Ninh,Nữ,1975,2,25,25/02/1975,20,1,2,2,True
022171050679,022,Quảng Ninh,Nữ,1971,5,6,06/05/1971,20,1,7,9,True
022169072492,022,Quảng Ninh,Nữ,1969,7,24,24/07/1969,20,1,9,2,True
022168110795,022,Quảng Ninh,Nữ,1968,11,7,07/11/1968,20,1,9,5,True
022165040927,022,Quảng Ninh,Nữ,1965,4,9,09/04/1965,20,1,2,7,True
022165071811,022,Quảng Ninh,Nữ,1965,7,18,18/07/1965,20,1,1,1,True
022170082255,022,Quảng Ninh,Nữ,1970,8,22,22/08/1970,20,1,5,5,True
022172011552,022,Quảng Ninh,Nữ,1972,1,15,15/01/1972,20,1,5,2,True
022169022035,022,Quảng Ninh,Nữ,1969,2,20,20/02/1969,20,1,3,5,True
022173121139,022,Quảng Ninh,Nữ,1973,12,11,11/12/1973,20,1,3,9,True
022175060197,022,Quảng Ninh,Nữ,1975,6,1,01/06/1975,20,1,9,7,True
022166110250,022,Quảng Ninh,Nữ,1966,11,2,02/11/1966,20,1,5,0,True
022174122551,022,Quảng Ninh,Nữ,1974,12,25,25/12/1974,20,1,5,1,True
022167121819,022,Quảng Ninh,Nữ,1967,12,18,18/12/1967,20,1,1,9,True
022172071420,022,Quảng Ninh,Nữ,1972,7,14,14/07/1972,20,1,2,0,True
022169041094,022,Quảng Ninh,Nữ,1969,4,10,10/04/1969,20,1,9,4,True
022168021613,022,Quảng Ninh,Nữ,1968,2,16,16/02/1968,20,1,1,3,True
022167111131,022,Quảng Ninh,Nữ,1967,11,11,11/11/1967,20,1,3,1,True
022170050946,022,Quảng Ninh,Nữ,1970,5,9,09/05/1970,20,1,4,6,True
022169020736,022,Quảng Ninh,Nữ,1969,2,7,07/02/1969,20,1,3,6,True
022174112590,022,Quảng Ninh,Nữ,1974,11,25,25/11/1974,20,1,9,0,True
022167122261,022,Quảng Ninh,Nữ,1967,12,22,22/12/1967,20,1,6,1,True
022171021765,022,Quảng Ninh,Nữ,1971,2,17,17/02/1971,20,1,6,5,True
022175021693,022,Quảng Ninh,Nữ,1975,2,16,16/02/1975,20,1,9,3,True
022175022726,022,Quảng Ninh,Nữ,1975,2,27,27/02/1975,20,1,2,6,True
022165040334,022,Quảng Ninh,Nữ,1965,4,3,03/04/1965,20,1,3,4,True
022169111047,022,Quảng Ninh,Nữ,1969,11,10,10/11/1969,20,1,4,7,True
022166092033,022,Quảng Ninh,Nữ,1966,9,20,20/09/1966,20,1,3,3,True
022173020478,022,Quảng Ninh,Nữ,1973,2,4,04/02/1973,20,1,7,8,True
022172012384,022,Quảng Ninh,Nữ,1972,1,23,23/01/1972,20,1,8,4,True
022170022244,022,Quảng Ninh,Nữ,1970,2,22,22/02/1970,20,1,4,4,True
022170073017,022,Quảng Ninh,Nữ,1970,7,30,30/07/1970,20,1,1,7,True
022170051273,022,Quảng Ninh,Nữ,1970,5,12,12/05/1970,20,1,7,3,True
022170101189,022,Quảng Ninh,Nữ,1970,10,11,11/10/1970,20,1,8,9,True
022174111616,022,Quảng Ninh,Nữ,1974,11,16,16/11/1974,20,1,1,6,True
022175092336,022,Quảng Ninh,Nữ,1975,9,23,23/09/1975,20,1,3,6,True
022171052251,022,Quảng Ninh,Nữ,1971,5,22,22/05/1971,20,1,5,1,True
022173011559,022,Quảng Ninh,Nữ,1973,1,15,15/01/1973,20,1,5,9,True
022165092762,022,Quảng Ninh,Nữ,1965,9,27,27/09/1965,20,1,6,2,True
022172063069,022,Quảng Ninh,Nữ,1972,6,30,30/06/1972,20,1,6,9,True
022172112082,022,Quảng Ninh,Nữ,1972,11,20,20/11/1972,20,1,8,2,True
022173121184,022,Quảng Ninh,Nữ,1973,12,11,11/12/1973,20,1,8,4,True
022165112127,022,Quảng Ninh,Nữ,1965,11,21,21/11/1965,20,1,2,7,True
022174051961,022,Quảng Ninh,Nữ,1974,5,19,19/05/1974,20,1,6,1,True
022171091047,022,Quảng Ninh,Nữ,1971,9,10,10/09/1971,20,1,4,7,True
022167022031,022,Quảng Ninh,Nữ,1967,2,20,20/02/1967,20,1,3,1,True
022172121293,022,Quảng Ninh,Nữ,1972,12,12,12/12/1972,20,1,9,3,True
022170042619,022,Quảng Ninh,Nữ,1970,4,26,26/04/1970,20,1,1,9,True
022169021160,022,Quảng Ninh,Nữ,1969,2,11,11/02/1969,20,1,6,0,True
022172111791,022,Quảng Ninh,Nữ,1972,11,17,17/11/1972,20,1,9,1,True
022168020164,022,Quảng Ninh,Nữ,1968,2,1,01/02/1968,20,1,6,4,True
022174022181,022,Quảng Ninh,Nữ,1974,2,21,21/02/1974,20,1,8,1,True
022167013176,022,Quảng Ninh,Nữ,1967,1,31,31/01/1967,20,1,7,6,True
022175031380,022,Quảng Ninh,Nữ,1975,3,13,13/03/1975,20,1,8,0,True
022166022089,022,Quảng Ninh,Nữ,1966,2,20,20/02/1966,20,1,8,9,True
022171111262,022,Quảng Ninh,Nữ,1971,11,12,12/11/1971,20,1,6,2,True
022174020855,022,Quảng Ninh,Nữ,1974,2,8,08/02/1974,20,1,5,5,True
022168061897,022,Quảng Ninh,Nữ,1968,6,18,18/06/1968,20,1,9,7,True
022166021169,022,Quảng Ninh,Nữ,1966,2,11,11/02/1966,20,1,6,9,True
022173070446,022,Quảng Ninh,Nữ,1973,7,4,04/07/1973,20,1,4,6,True
022172121691,022,Quảng Ninh,Nữ,1972,12,16,16/12/1972,20,1,9,1,True
022172071271,022,Quảng Ninh,Nữ,1972,7,12,12/07/1972,20,1,7,1,True
022165092683,022,Quảng Ninh,Nữ,1965,9,26,26/09/1965,20,1,8,3,True
022172081667,022,Quảng Ninh,Nữ,1972,8,16,16/08/1972,20,1,6,7,True
022167102036,022,Quảng Ninh,Nữ,1967,10,20,20/10/1967,20,1,3,6,True
022170031686,022,Quảng Ninh,Nữ,1970,3,16,16/03/1970,20,1,8,6,True
022173022494,022,Quảng Ninh,Nữ,1973,2,24,24/02/1973,20,1,9,4,True
022172100847,022,Quảng Ninh,Nữ,1972,10,8,08/10/1972,20,1,4,7,True
022174090988,022,Quảng Ninh,Nữ,1974,9,9,09/09/1974,20,1,8,8,True
022166032545,022,Quảng Ninh,Nữ,1966,3,25,25/03/1966,20,1,4,5,True
022171072246,022,Quảng Ninh,Nữ,1971,7,22,22/07/1971,20,1,4,6,True
022169102322,022,Quảng Ninh,Nữ,1969,10,23,23/10/1969,20,1,2,2,True
022166081976,022,Quảng Ninh,Nữ,1966,8,19,19/08/1966,20,1,7,6,True
022171051225,022,Quảng Ninh,Nữ,1971,5,12,12/05/1971,20,1,2,5,True
022166060797,022,Quảng Ninh,Nữ,1966,6,7,07/06/1966,20,1,9,7,True
022168010255,022,Quảng Ninh,Nữ,1968,1,2,02/01/1968,20,1,5,5,True
022166011092,022,Quảng Ninh,Nữ,1966,1,10,10/01/1966,20,1,9,2,True
022175020977,022,Quảng Ninh,Nữ,1975,2,9,09/02/1975,20,1,7,7,True
022171061125,022,Quảng Ninh,Nữ,1971,6,11,11/06/1971,20,1,2,5,True
022174120711,022,Quảng Ninh,Nữ,1974,12,7,07/12/1974,20,1,1,1,True
022174123170,022,Quảng Ninh,Nữ,1974,12,31,31/12/1974,20,1,7,0,True
022167040170,022,Quảng Ninh,Nữ,1967,4,1,01/04/1967,20,1,7,0,True
022175042313,022,Quảng Ninh,Nữ,1975,4,23,23/04/1975,20,1,1,3,True
022167041717,022,Quảng Ninh,Nữ,1967,4,17,17/04/1967,20,1,1,7,True
022172081311,022,Quảng Ninh,Nữ,1972,8,13,13/08/1972,20,1,1,1,True
022165022417,022,Quảng Ninh,Nữ,1965,2,24,24/02/1965,20,1,1,7,True
022174041089,022,Quảng Ninh,Nữ,1974,4,10,10/04/1974,20,1,8,9,True
022168122833,022,Quảng Ninh,Nữ,1968,12,28,28/12/1968,20,1,3,3,True
022172021285,022,Quảng Ninh,Nữ,1972,2,12,12/02/1972,20,1,8,5,True
022175070875,022,Quảng Ninh,Nữ,1975,7,8,08/07/1975,20,1,7,5,True
022175010332,022,Quảng Ninh,Nữ,1975,1,3,03/01/1975,20,1,3,2,True
022169050861,022,Quảng Ninh,Nữ,1969,5,8,08/05/1969,20,1,6,1,True
022174080158,022,Quảng Ninh,Nữ,1974,8,1,01/08/1974,20,1,5,8,True
022166120381,022,Quảng Ninh,Nữ,1966,12,3,03/12/1966,20,1,8,1,True
022167031482,022,Quảng Ninh,Nữ,1967,3,14,14/03/1967,20,1,8,2,True
022165090630,022,Quảng Ninh,Nữ,1965,9,6,06/09/1965,20,1,3,0,True
022175070796,022,Quảng Ninh,Nữ,1975,7,7,07/07/1975,20,1,9,6,True
022173111576,022,Quảng Ninh,Nữ,1973,11,15,15/11/1973,20,1,7,6,True
022166111435,022,Quảng Ninh,Nữ,1966,11,14,14/11/1966,20,1,3,5,True
022171100637,022,Quảng Ninh,Nữ,1971,10,6,06/10/1971,20,1,3,7,True
022173082247,022,Quảng Ninh,Nữ,1973,8,22,22/08/1973,20,1,4,7,True
022175040351,022,Quảng Ninh,Nữ,1975,4,3,03/04/1975,20,1,5,1,True
022165092452,022,Quảng Ninh,Nữ,1965,9,24,24/09/1965,20,1,5,2,True
022169111791,022,Quảng Ninh,Nữ,1969,11,17,17/11/1969,20,1,9,1,True
022172061070,022,Quảng Ninh,Nữ,1972,6,10,10/06/1972,20,1,7,0,True
022174080194,022,Quảng Ninh,Nữ,1974,8,1,01/08/1974,20,1,9,4,True
022174021960,022,Quảng Ninh,Nữ,1974,2,19,19/02/1974,20,1,6,0,True
022171080555,022,Quảng Ninh,Nữ,1971,8,5,05/08/1971,20,1,5,5,True
022167101073,022,Quảng Ninh,Nữ,1967,10,10,10/10/1967,20,1,7,3,True
022169092876,022,Quảng Ninh,Nữ,1969,9,28,28/09/1969,20,1,7,6,True
022166112595,022,Quảng Ninh,Nữ,1966,11,25,25/11/1966,20,1,9,5,True
022175061044,022,Quảng Ninh,Nữ,1975,6,10,10/06/1975,20,1,4,4,True
022169052559,022,Quảng Ninh,Nữ,1969,5,25,25/05/1969,20,1,5,9,True
022172121983,022,Quảng Ninh,Nữ,1972,12,19,19/12/1972,20,1,8,3,True
022172072979,022,Quảng Ninh,Nữ,1972,7,29,29/07/1972,20,1,7,9,True
022171062179,022,Quảng Ninh,Nữ,1971,6,21,21/06/1971,20,1,7,9,True
022172052896,022,Quảng Ninh,Nữ,1972,5,28,28/05/1972,20,1,9,6,True
022173013034,022,Quảng Ninh,Nữ,1973,1,30,30/01/1973,20,1,3,4,True
022169122432,022,Quảng Ninh,Nữ,1969,12,24,24/12/1969,20,1,3,2,True
022165022231,022,Quảng Ninh,Nữ,1965,2,22,22/02/1965,20,1,3,1,True
022167042521,022,Quảng Ninh,Nữ,1967,4,25,25/04/1967,20,1,2,1,True
022173021024,022,Quảng Ninh,Nữ,1973,2,10,10/02/1973,20,1,2,4,True
022169021780,022,Quảng Ninh,Nữ,1969,2,17,17/02/1969,20,1,8,0,True
022169031778,022,Quảng Ninh,Nữ,1969,3,17,17/03/1969,20,1,7,8,True
022173032774,022,Quảng Ninh,Nữ,1973,3,27,27/03/1973,20,1,7,4,True
022175040838,022,Quảng Ninh,Nữ,1975,4,8,08/04/1975,20,1,3,8,True
022165102388,022,Quảng Ninh,Nữ,1965,10,23,23/10/1965,20,1,8,8,True
022172112888,022,Quảng Ninh,Nữ,1972,11,28,28/11/1972,20,1,8,8,True
022166081684,022,Quảng Ninh,Nữ,1966,8,16,16/08/1966,20,1,8,4,True
022166120433,022,Quảng Ninh,Nữ,1966,12,4,04/12/1966,20,1,3,3,True
022173012859,022,Quảng Ninh,Nữ,1973,1,28,28/01/1973,20,1,5,9,True
022174072432,022,Quảng Ninh,Nữ,1974,7,24,24/07/1974,20,1,3,2,True
022172112514,022,Quảng Ninh,Nữ,1972,11,25,25/11/1972,20,1,1,4,True
022167011266,022,Quảng Ninh,Nữ,1967,1,12,12/01/1967,20,1,6,6,True
022168041750,022,Quảng Ninh,Nữ,1968,4,17,17/04/1968,20,1,5,0,True
022172122858,022,Quảng Ninh,Nữ,1972,12,28,28/12/1972,20,1,5,8,True
022166033164,022,Quảng Ninh,Nữ,1966,3,31,31/03/1966,20,1,6,4,True
022171042953,022,Quảng Ninh,Nữ,1971,4,29,29/04/1971,20,1,5,3,True
022170103017,022,Quảng Ninh,Nữ,1970,10,30,30/10/1970,20,1,1,7,True
022174100124,022,Quảng Ninh,Nữ,1974,10,1,01/10/1974,20,1,2,4,True
022172121479,022,Quảng Ninh,Nữ,1972,12,14,14/12/1972,20,1,7,9,True
022175052189,022,Quảng Ninh,Nữ,1975,5,21,21/05/1975,20,1,8,9,True
022174101080,022,Quảng Ninh,Nữ,1974,10,10,10/10/1974,20,1,8,0,True
022165113065,022,Quảng Ninh,Nữ,1965,11,30,30/11/1965,20,1,6,5,True
022173040490,022,Quảng Ninh,Nữ,1973,4,4,04/04/1973,20,1,9,0,True
022168110537,022,Quảng Ninh,Nữ,1968,11,5,05/11/1968,20,1,3,7,True
022169081490,022,Quảng Ninh,Nữ,1969,8,14,14/08/1969,20,1,9,0,True
022166021585,022,Quảng Ninh,Nữ,1966,2,15,15/02/1966,20,1,8,5,True
022167030359,022,Quảng Ninh,Nữ,1967,3,3,03/03/1967,20,1,5,9,True
022172092876,022,Quảng Ninh,Nữ,1972,9,28,28/09/1972,20,1,7,6,True
022171111059,022,Quảng Ninh,Nữ,1971,11,10,10/11/1971,20,1,5,9,True
022166102659,022,Quảng Ninh,Nữ,1966,10,26,26/10/1966,20,1,5,9,True
022167032737,022,Quảng Ninh,Nữ,1967,3,27,27/03/1967,20,1,3,7,True
022167101684,022,Quảng Ninh,Nữ,1967,10,16,16/10/1967,20,1,8,4,True
022165112668,022,Quảng Ninh,Nữ,1965,11,26,26/11/1965,20,1,6,8,True
022167071675,022,Quảng Ninh,Nữ,1967,7,16,16/07/1967,20,1,7,5,True
022171102060,022,Quảng Ninh,Nữ,1971,10,20,20/10/1971,20,1,6,0,True
022175082223,022,Quảng Ninh,Nữ,1975,8,22,22/08/1975,20,1,2,3,True
022173022421,022,Quảng Ninh,Nữ,1973,2,24,24/02/1973,20,1,2,1,True
022171120190,022,Quảng Ninh,Nữ,1971,12,1,01/12/1971,20,1,9,0,True
022171052428,022,Quảng Ninh,Nữ,1971,5,24,24/05/1971,20,1,2,8,True
